Family_ID,POS,Word/Collocations,Strict_Synonyms,Meaning_VN,,
1343,phrase,definite integral,,tích phân xác định,,
1343,phrase,indefinite integral,,tích phân bất định,,
1344,n,limit,,giới hạn,,
1344,phrase,limit of a function,,giới hạn của một hàm số,,
1344,phrase,infinite limit,,giới hạn vô cực,,
1344,phrase,limit as x approaches a ($\lim_{x \to a}$),,giới hạn khi x tiến tới a,,
1345,n,sequence,,dãy số/chuỗi sự kiện,,
1345,phrase,arithmetic sequence,,dãy số cộng,,
1345,phrase,geometric sequence,,dãy số nhân,,
1345,phrase,convergent sequence,,dãy số hội tụ,,
1346,n,series,,chuỗi (số)/loạt,,
1346,phrase,infinite series,,chuỗi vô hạn,,
1346,phrase,convergence of series,,sự hội tụ của chuỗi,,
1346,phrase,time series analysis,,phân tích chuỗi thời gian,,
1347,n,polynomial,,đa thức,,
1347,phrase,polynomial equation,,phương trình đa thức,,
1347,phrase,degree of a polynomial,,bậc của đa thức,,
1348,n,coefficient,,hệ số,,
1348,phrase,correlation coefficient,,hệ số tương quan,,
1348,phrase,constant coefficient,,hệ số hằng,,
1349,n,inequality,,bất đẳng thức/sự bất bình đẳng,,
1349,phrase,solve an inequality,,giải một bất đẳng thức,,
1349,phrase,triangle inequality,,bất đẳng thức tam giác,,
1350,n,coordinates,,tọa độ,,
1350,phrase,cartesian coordinates,,tọa độ Đề-các,,
1350,phrase,polar coordinates,,tọa độ cực,,
1350,phrase,coordinate system,,hệ tọa độ,,
1351,n,slope,,độ dốc/hệ số góc,,
1351,phrase,steep slope,,độ dốc lớn/dốc đứng,,
1351,phrase,calculate the slope,,tính hệ số góc/độ dốc,,
1352,n,tangent,,tiếp tuyến,,
1352,phrase,tangent line,,đường tiếp tuyến,,
1352,phrase,point of tangency,,tiếp điểm,,
1353,n,asymptote,,tiệm cận,,
1353,phrase,vertical asymptote,,tiệm cận đứng,,
1353,phrase,horizontal asymptote,,tiệm cận ngang,,
1354,n,vector,,vectơ (đại lượng có hướng),,
1354,phrase,unit vector,,vectơ đơn vị,,
1354,phrase,vector field,,trường vectơ,,
1355,n,scalar,,vô hướng/đại lượng vô hướng,,
1355,phrase,scalar quantity,,đại lượng vô hướng,,
1355,phrase,scalar product,dot product,tích vô hướng,,
1356,n,theology,,thần học,,
1356,adj,theological,,thuộc về thần học,,
1356,n,theologian,,nhà thần học,,
1356,phrase,liberation theology,,thần học giải phóng,,
1356,phrase,theological debate,,tranh luận thần học,,
1357,n,monotheism,,thuyết độc thần,,
1357,n,polytheism,,thuyết đa thần,,
1357,adj,monotheistic,,(thuộc) độc thần,,
1357,adj,polytheistic,,(thuộc) đa thần,,
1358,n,secularism,,chủ nghĩa thế tục,,
1358,adj,secular,non-religious,thế tục/phi tôn giáo,,
1358,v,secularize,,thế tục hóa,,
1358,phrase,secular society,,xã hội thế tục,,
1358,phrase,secular education,,giáo dục phi tôn giáo,,
1359,n,ritual,,nghi lễ/nghi thức,,
1359,adj,ritualistic,,mang tính nghi thức,,
1359,phrase,religious ritual,,nghi lễ tôn giáo,,
1359,phrase,daily ritual,,nghi thức/hoạt động thường nhật (nghĩa mở rộng),,
1360,n,pilgrimage,,cuộc hành hương,,
1360,n,pilgrim,,người hành hương,,
1360,phrase,go on a pilgrimage,,đi hành hương,,
1360,phrase,site of pilgrimage,,thánh địa hành hương,,
1361,n,scripture,,kinh điển/thánh thư,,
1361,adj,scriptural,,thuộc kinh điển,,
1361,phrase,holy scripture,,kinh thánh thiêng liêng,,
1361,phrase,interpretation of scripture,,việc diễn giải kinh điển,,
1362,n,prophet,,nhà tiên tri,,
1362,n,prophecy,,lời tiên tri,,
1362,v,prophesy,,tiên tri/tiên đoán,,
1363,n,deity,,thần linh/vị thần,,
1363,adj,divine,,thiêng liêng/thuộc về thần thánh,,
1363,phrase,minor deity,,vị thần thứ yếu,,
1363,phrase,divine intervention,,sự can thiệp của thánh thần,,
1364,n,archetype,,nguyên mẫu,,
1364,adj,archetypal,,(thuộc) nguyên mẫu/điển hình,,
1364,phrase,mythological archetype,,nguyên mẫu trong thần thoại,,
1364,phrase,archetypal hero,,người hùng nguyên mẫu,,
1365,n,pantheism,,thuyết phiếm thần (thần ở khắp mọi nơi),,
1365,adj,pantheistic,,(thuộc) thuyết phiếm thần,,
1366,n,doctrine,,giáo lý/học thuyết,,
1366,adj,doctrinal,,(thuộc) giáo lý/học thuyết,,
1366,phrase,religious doctrine,,giáo lý tôn giáo,,
1366,phrase,military doctrine,,học thuyết quân sự,,
1367,n,mysticism,,chủ nghĩa thần bí,,
1367,adj,mystical,,(mang tính) thần bí/huyền bí,,
1367,n,mystic,,người tu theo thần bí/nhà thần bí,,
1368,n,mythology,,thần thoại/hệ thống thần thoại,,
1368,adj,mythological,,(thuộc) thần thoại,,
1368,phrase,greek mythology,,thần thoại Hy Lạp,,
1368,phrase,mythological creatures,,sinh vật thần thoại,,
1369,n,pantheon,,điện thờ chư thần/bảng danh sách các vĩ nhân,,
1369,phrase,roman pantheon,,đền Pantheon (La Mã),,
1369,phrase,pantheon of greats,,bảng vàng các danh nhân (nghĩa bóng),,
1370,n,reincarnation,,sự đầu thai/tái sinh,,
1370,v,reincarnate,,đầu thai/tái sinh,,
1370,phrase,belief in reincarnation,,niềm tin vào sự luân hồi,,
1371,n,nanotechnology,,công nghệ nano,,
1371,adj,nanoscale,,ở quy mô nanomet,,
1371,phrase,nanometer,,nanomet (đơn vị đo),,
1371,phrase,nanoscale particles,,hạt kích thước nano,,
1371,phrase,applications of nanotechnology,,ứng dụng của công nghệ nano,,
1372,n,graphene,,graphene,,
1372,n,carbon nanotubes,,ống nano carbon,,
1372,phrase,single-layer graphene,,graphene đơn lớp,,
1372,phrase,high-strength carbon nanotubes,,ống nano carbon có độ bền cao,,
1373,n,composite,,vật liệu composite,,
1373,phrase,composite materials,,vật liệu composite,,
1373,phrase,fiber-reinforced composite,,composite gia cố bằng sợi,,
1373,phrase,composite structure,,kết cấu composite,,
1374,n,polymer,,polyme (cao phân tử),,
1374,n,monomer,,monome (đơn phân),,
1374,adj,polymeric,,(thuộc) polyme,,
1374,phrase,synthetic polymers,,polyme tổng hợp,,
1374,phrase,polymerization process,,quá trình trùng hợp,,
1375,n,conductivity,,tính dẫn,,
1375,phrase,electrical conductivity,,tính dẫn điện,,
1375,phrase,thermal conductivity,,tính dẫn nhiệt,,
1375,n,semiconductor,,chất bán dẫn,,
1375,n,superconductor,,chất siêu dẫn,,
1376,n,elasticity,,tính đàn hồi,,
1376,n,plasticity,,tính dẻo,,
1376,adj,elastic,,có tính đàn hồi,,
1376,phrase,limit of elasticity,,giới hạn đàn hồi,,
1377,n,strength,,độ bền/cường độ,,
1377,phrase,tensile strength,,độ bền kéo,,
1377,phrase,high tensile strength,,độ bền kéo cao,,
1377,phrase,test tensile strength,,kiểm tra độ bền kéo,,
1378,n,corrosion,,sự ăn mòn,,
1378,v,corrode,,ăn mòn,,
1378,adj,corrosive,,có tính ăn mòn,,
1378,phrase,resistance to corrosion,,khả năng chống ăn mòn,,
1379,n,alloy,,hợp kim,,
1379,v,alloy,,luyện (kim)/tạo hợp kim,,
1379,phrase,aluminum alloy,,hợp kim nhôm,,
1379,phrase,steel alloy,,hợp kim thép,,
1380,adj,synthetic,,tổng hợp/nhân tạo,,
1380,v,synthesize,,tổng hợp,,
1380,phrase,synthetic fibers,,sợi tổng hợp,,
1380,phrase,synthetic rubber,,cao su tổng hợp,,
1381,n,biocompatibility,,tính tương thích sinh học,,
1381,adj,biocompatible,,tương thích sinh học,,
1381,phrase,biocompatible implants,,vật cấy ghép tương thích sinh học,,
1382,n,ductility,,tính dẻo/tính dễ kéo dãn,,
1382,adj,brittle,,giòn/dễ vỡ,,
1382,phrase,brittle fracture,,phá hủy dạng giòn,,
1382,phrase,high ductility,,tính dẻo cao,,
1383,adj,heat-resistant,,chịu nhiệt,,
1383,phrase,heat resistance,,tính chịu nhiệt,,
1383,phrase,heat-resistant coating,,lớp phủ chịu nhiệt,,
1384,adj,smart,,thông minh,,
1384,phrase,smart materials,,vật liệu thông minh,,
1384,phrase,shape-memory alloys,,hợp kim nhớ hình dạng,,
1385,n,biodegradability,,khả năng phân hủy sinh học,,
1385,adj,biodegradable,,có thể phân hủy sinh học,,
1385,phrase,biodegradable plastic,,nhựa phân hủy sinh học,,
1385,phrase,biodegradable waste,,chất thải phân hủy sinh học,,
1386,n,irrigation,,sự tưới tiêu,,
1386,v,irrigate,,tưới tiêu,,
1386,phrase,irrigation system,,hệ thống tưới tiêu,,
1386,phrase,drip irrigation,,tưới nhỏ giọt,,
1387,phrase,crop rotation,,luân canh cây trồng,,
1387,phrase,practice crop rotation,,áp dụng luân canh,,
1388,phrase,pest control,,kiểm soát dịch hại,,
1388,n,pesticide,,thuốc trừ sâu,,
1388,phrase,integrated pest management (IPM),,quản lý dịch hại tổng hợp,,
1389,n,fertilizer,,phân bón,,
1389,v,fertilize,,bón phân/thụ phấn,,
1389,phrase,chemical fertilizer,,phân bón hóa học,,
1389,phrase,organic fertilizer,,phân bón hữu cơ,,
1390,n,yield,,sản lượng/năng suất,,
1390,v,yield,,sinh ra/cho sản lượng,,
1390,phrase,crop yield,,năng suất cây trồng,,
1390,phrase,high-yield varieties,,giống cây năng suất cao,,
1391,adj,genetically modified (GM),,biến đổi gen,,
1391,n,GMO,,sinh vật biến đổi gen,,
1391,phrase,GM crops,,cây trồng biến đổi gen,,
1391,phrase,genetic engineering,,kỹ thuật di truyền,,
1392,n,monoculture,,độc canh/đơn canh,,
1392,phrase,risks of monoculture,,những rủi ro của độc canh,,
1393,n,agriculture,,nông nghiệp,,
1393,phrase,sustainable agriculture,,nông nghiệp bền vững,,
1393,phrase,sustainable farming practices,,phương pháp canh tác bền vững,,
1394,phrase,subsistence farming,,canh tác tự cung tự cấp,,
1394,n,subsistence farmer,,nông dân tự cung tự cấp,,
1395,phrase,food security,,an ninh lương thực,,
1395,phrase,global food security,,an ninh lương thực toàn cầu,,
1395,phrase,food insecurity,,tình trạng mất an ninh lương thực,,
1396,n,famine,,nạn đói,,
1396,phrase,face a famine,,đối mặt với nạn đói,,
1396,phrase,famine relief,,công tác cứu trợ nạn đói,,
1397,adj,arable,,có thể canh tác được,,
1397,phrase,arable land,,đất canh tác/đất trồng trọt,,
1397,phrase,loss of arable land,,sự mất đất canh tác,,
1398,n,livestock,,vật nuôi/gia súc,,
1398,phrase,livestock farming,,chăn nuôi gia súc,,
1398,phrase,livestock production,,sản xuất chăn nuôi,,
1399,n,herbicides,,thuốc diệt cỏ,,
1399,phrase,application of herbicides,,việc phun thuốc diệt cỏ,,
1400,n,hydroponics,,thủy canh,,
1400,phrase,hydroponic system,,hệ thống thủy canh,,
1400,phrase,vertical hydroponics,,thủy canh thẳng đứng,,
1401,n,hominid,,họ người (bao gồm loài người và các tổ tiên gần gũi đã tuyệt chủng),,
1401,phrase,early hominids,,các loài hominid sớm,,
1401,phrase,hominid evolution,,sự tiến hóa của họ người,,
1402,n,bipedalism,,tư thế đứng và di chuyển bằng hai chân,,
1402,adj,bipedal,,đi bằng hai chân,,
1402,phrase,evolution of bipedalism,,sự tiến hóa của việc đi bằng hai chân,,
1402,phrase,bipedal locomotion,,sự vận động trên hai chân,,
1403,n,migration,,sự di cư,,
1403,v,migrate,,di cư,,
1403,phrase,human migration,,sự di cư của con người,,
1403,phrase,mass migration,,cuộc di cư hàng loạt,,
1403,phrase,migration patterns,,các mô hình di cư,,
1404,adj,nomadic,,du mục/sống du cư,,
1404,n,nomad,,người du mục,,
1404,phrase,nomadic lifestyle,,lối sống du mục,,
1404,phrase,nomadic tribes,,các bộ lạc du mục,,
1405,n,foraging,,hành vi tìm kiếm thức ăn (hoang dã),,
1405,v,forage,,kiếm ăn/lùng sục tìm thức ăn,,
1405,phrase,foraging behavior,,hành vi tìm kiếm thức ăn,,
1405,phrase,foraging community,,cộng đồng sống bằng săn bắt hái lượm,,
1406,n,hunter-gatherer,,người săn bắt - hái lượm,,
1406,phrase,hunter-gatherer society,,xã hội săn bắt - hái lượm,,
1406,phrase,transition from hunter-gatherer,,sự chuyển đổi từ lối sống săn bắt hái lượm,,
1407,n,domestication,,sự thuần hóa,,
1407,v,domesticate,,thuần hóa,,
1407,phrase,domestication of animals,,sự thuần hóa động vật,,
1407,phrase,plant domestication,,sự thuần hóa cây trồng,,
1408,n,ancestry,,dòng dõi/nền tảng tổ tiên,,
1408,adj,ancestral,,thuộc về tổ tiên,,
1408,n,ancestor,,tổ tiên,,
1408,phrase,common ancestry,,tổ tiên chung,,
1408,phrase,trace one's ancestry,,truy vết nguồn gốc dòng dõi,,
1409,n,lineage,,dòng dõi/huyết thống,,
1409,phrase,direct lineage,,dòng dõi trực tiếp,,
1409,phrase,evolutionary lineage,,dòng tiến hóa,,
1410,adj,Paleolithic,,thuộc thời kỳ Đồ đá cũ,,
1410,phrase,Paleolithic era,,thời kỳ Đồ đá cũ,,
1410,phrase,Paleolithic tools,,công cụ thời Đồ đá cũ,,
1411,adj,Neolithic,,thuộc thời kỳ Đồ đá mới,,
1411,phrase,Neolithic Revolution,,Cuộc Cách mạng Đồ đá mới (chuyển sang nông nghiệp),,
1411,phrase,Neolithic settlement,,khu định cư thời Đồ đá mới,,
1412,n,adaptation,,sự thích nghi,,
1412,v,adapt,,thích nghi,,
1412,phrase,evolutionary adaptation,,sự thích nghi tiến hóa,,
1412,phrase,cultural adaptation,,sự thích nghi văn hóa,,
1413,n,speciation,,quá trình hình thành loài mới,,
1413,phrase,process of speciation,,quá trình hình thành loài,,
1413,phrase,allopatric speciation,,sự hình thành loài do cách ly địa lý,,
1414,n,genetic drift,,phiêu bạt di truyền (sự thay đổi ngẫu nhiên tần số gen),,
1414,phrase,effect of genetic drift,,ảnh hưởng của phiêu bạt di truyền,,
1415,n,fossilization,,quá trình hóa thạch,,
1415,v,fossilize,,hóa thạch,,
1415,n,fossil,,hóa thạch (danh từ),,
1415,phrase,fossil record,,các ghi chép hóa thạch,,
1415,phrase,fossil fuels,,"nhiên liệu hóa thạch (than, dầu, khí)",,
1416,n,sovereignty,,chủ quyền,,
1416,adj,sovereign,,có chủ quyền,,
1416,phrase,national sovereignty,,chủ quyền quốc gia,,
1416,phrase,violation of sovereignty,,sự vi phạm chủ quyền,,
1417,n,diplomacy,,ngoại giao,,
1417,adj,diplomatic,,(thuộc) ngoại giao,,
1417,n,diplomat,,nhà ngoại giao,,
1417,phrase,diplomatic relations,,quan hệ ngoại giao,,
1417,phrase,shuttle diplomacy,,ngoại giao con thoi,,
1418,n,sanctions,,các biện pháp trừng phạt/lệnh cấm vận,,
1418,v,sanction,,(v) trừng phạt/cho phép (tùy ngữ cảnh),,
1418,phrase,economic sanctions,,cấm vận kinh tế,,
1418,phrase,impose sanctions,,áp đặt các biện pháp trừng phạt,,
1418,phrase,lift sanctions,,dỡ bỏ các biện pháp trừng phạt,,
1419,n,treaty,,hiệp ước/hiệp định,,
1419,phrase,sign a treaty,,ký một hiệp ước,,
1419,phrase,peace treaty,,hiệp ước hòa bình,,
1419,phrase,ratify a treaty,,phê chuẩn một hiệp ước,,
1420,n,hegemony,,quyền bá chủ/thế thống trị,,
1420,adj,hegemonic,,mang tính bá chủ,,
1420,phrase,cultural hegemony,,quyền bá chủ văn hóa,,
1420,phrase,regional hegemony,,quyền bá chủ khu vực,,
